Country,Name,Date,Lon,Lat,Movement_value,Population density,Unemployment rate,GDP per capita,Aged 65 or older and Aged 17 or younger,Urbanization rate,Poverty rate,"Number of Hopital per 10,000",Vaccination rate,Stringency index,Cases,Cases (no incubation)
Vietnam,Da Nang,2021/6/28,108.0617235,16.06845159,119921,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.035927213,75.46,0,1
Vietnam,Da Nang,2021/6/29,108.0617235,16.06845159,120307,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.036922358,75.46,0,0
Vietnam,Da Nang,2021/6/30,108.0617235,16.06845159,120194,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.038802496,75.46,0,2
Vietnam,Da Nang,2021/7/1,108.0617235,16.06845159,118779,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.039180424,75.46,0,3
Vietnam,Da Nang,2021/7/2,108.0617235,16.06845159,120622,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.039477111,75.46,1,3
Vietnam,Da Nang,2021/7/3,108.0617235,16.06845159,106585,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.039731491,75.46,0,0
Vietnam,Da Nang,2021/7/4,108.0617235,16.06845159,80565,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.039972382,75.46,6,1
Vietnam,Da Nang,2021/7/5,108.0617235,16.06845159,122567,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.040098231,75.46,14,0
Vietnam,Da Nang,2021/7/6,108.0617235,16.06845159,117420,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.040353998,75.46,4,0
Vietnam,Da Nang,2021/7/7,108.0617235,16.06845159,119660,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.040692559,79.17,15,0
Vietnam,Da Nang,2021/7/8,108.0617235,16.06845159,122750,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.040927245,79.17,33,0
Vietnam,Da Nang,2021/7/9,108.0617235,16.06845159,123535,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.041204483,79.17,39,1
Vietnam,Da Nang,2021/7/10,108.0617235,16.06845159,107876,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.041512655,79.17,33,0
Vietnam,Da Nang,2021/7/11,108.0617235,16.06845159,84394,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.041623628,79.17,46,6
Vietnam,Da Nang,2021/7/12,108.0617235,16.06845159,122175,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.041749858,79.17,0,14
Vietnam,Da Nang,2021/7/13,108.0617235,16.06845159,119080,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.041905952,79.17,61,4
Vietnam,Da Nang,2021/7/14,108.0617235,16.06845159,118613,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.042601473,79.17,0,15
Vietnam,Da Nang,2021/7/15,108.0617235,16.06845159,115350,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.043000657,79.17,27,33
Vietnam,Da Nang,2021/7/16,108.0617235,16.06845159,110821,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.043496586,79.17,47,39
Vietnam,Da Nang,2021/7/17,108.0617235,16.06845159,81845,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.043777625,79.17,36,33
Vietnam,Da Nang,2021/7/18,108.0617235,16.06845159,54947,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.044010359,79.17,16,46
Vietnam,Da Nang,2021/7/19,108.0617235,16.06845159,91257,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.044232214,79.17,61,0
Vietnam,Da Nang,2021/7/20,108.0617235,16.06845159,91138,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.0445541,79.17,26,61
Vietnam,Da Nang,2021/7/21,108.0617235,16.06845159,91339,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.044873665,79.17,50,0
Vietnam,Da Nang,2021/7/22,108.0617235,16.06845159,77134,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.045322819,79.17,54,27
Vietnam,Da Nang,2021/7/23,108.0617235,16.06845159,67853,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.046012145,79.17,65,47
Vietnam,Da Nang,2021/7/24,108.0617235,16.06845159,54093,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.046597566,79.17,55,36
Vietnam,Da Nang,2021/7/25,108.0617235,16.06845159,35753,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.047396324,79.17,0,16
Vietnam,Da Nang,2021/7/26,108.0617235,16.06845159,66780,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.04876424,79.17,76,61
Vietnam,Da Nang,2021/7/27,108.0617235,16.06845159,66923,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.051502445,79.17,66,26
Vietnam,Da Nang,2021/7/28,108.0617235,16.06845159,66909,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.054673479,79.17,93,50
Vietnam,Da Nang,2021/7/29,108.0617235,16.06845159,67410,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.056810956,79.17,92,54
Vietnam,Da Nang,2021/7/30,108.0617235,16.06845159,67968,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.060935508,79.17,138,65
Vietnam,Da Nang,2021/7/31,108.0617235,16.06845159,56846,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.063734912,79.17,0,55
Vietnam,Da Nang,2021/8/1,108.0617235,16.06845159,19586,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.06590623,79.17,130,0
Vietnam,Da Nang,2021/8/2,108.0617235,16.06845159,41990,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.071494743,79.17,60,76
Vietnam,Da Nang,2021/8/3,108.0617235,16.06845159,40477,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.074911795,79.17,74,66
Vietnam,Da Nang,2021/8/4,108.0617235,16.06845159,38217,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.077598397,79.17,56,93
Vietnam,Da Nang,2021/8/5,108.0617235,16.06845159,36905,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.082815218,79.17,78,92
Vietnam,Da Nang,2021/8/6,108.0617235,16.06845159,35263,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.087614456,79.17,58,138
Vietnam,Da Nang,2021/8/7,108.0617235,16.06845159,26241,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.091398649,79.17,87,0
Vietnam,Da Nang,2021/8/8,108.0617235,16.06845159,16290,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.096629915,79.17,83,130
Vietnam,Da Nang,2021/8/9,108.0617235,16.06845159,34693,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.102606661,79.17,96,60
Vietnam,Da Nang,2021/8/10,108.0617235,16.06845159,34065,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.116519716,79.17,124,74
Vietnam,Da Nang,2021/8/11,108.0617235,16.06845159,34963,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.124296252,79.17,134,56
Vietnam,Da Nang,2021/8/12,108.0617235,16.06845159,35212,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.136189285,79.17,164,78
Vietnam,Da Nang,2021/8/13,108.0617235,16.06845159,36435,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.141494971,79.17,167,58
Vietnam,Da Nang,2021/8/14,108.0617235,16.06845159,29972,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.148286697,79.17,197,87
Vietnam,Da Nang,2021/8/15,108.0617235,16.06845159,22046,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.150677229,79.17,183,83
Vietnam,Da Nang,2021/8/16,108.0617235,16.06845159,7312,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.156891148,79.17,152,96
Vietnam,Da Nang,2021/8/17,108.0617235,16.06845159,3888,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.159431836,72.69,153,124
Vietnam,Da Nang,2021/8/18,108.0617235,16.06845159,3863,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.163578886,72.69,162,134
Vietnam,Da Nang,2021/8/19,108.0617235,16.06845159,4131,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.167520407,72.69,144,164
Vietnam,Da Nang,2021/8/20,108.0617235,16.06845159,3832,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.169456597,72.69,202,167
Vietnam,Da Nang,2021/8/21,108.0617235,16.06845159,3769,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.175325092,72.69,109,197
Vietnam,Da Nang,2021/8/22,108.0617235,16.06845159,3529,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.178393485,72.69,106,183
Vietnam,Da Nang,2021/8/23,108.0617235,16.06845159,4864,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.181298643,72.69,54,152
Vietnam,Da Nang,2021/8/24,108.0617235,16.06845159,4892,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.185902367,72.69,123,153
Vietnam,Da Nang,2021/8/25,108.0617235,16.06845159,5728,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.190286343,72.69,55,162
Vietnam,Da Nang,2021/8/26,108.0617235,16.06845159,8040,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.193582066,72.69,42,144
Vietnam,Da Nang,2021/8/27,108.0617235,16.06845159,5408,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.196747491,72.69,81,202
Vietnam,Da Nang,2021/8/28,108.0617235,16.06845159,5437,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.19962375,72.69,47,109
Vietnam,Da Nang,2021/8/29,108.0617235,16.06845159,5040,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.202494832,72.69,64,106
Vietnam,Da Nang,2021/8/30,108.0617235,16.06845159,5699,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.205126512,72.69,63,54
Vietnam,Da Nang,2021/8/31,108.0617235,16.06845159,6367,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.207629702,72.69,34,123
Vietnam,Da Nang,2021/9/1,108.0617235,16.06845159,6341,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.211039902,72.69,30,55
Vietnam,Da Nang,2021/9/2,108.0617235,16.06845159,5028,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.214010492,72.69,35,42
Vietnam,Da Nang,2021/9/3,108.0617235,16.06845159,5254,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.216217232,72.69,30,81
Vietnam,Da Nang,2021/9/4,108.0617235,16.06845159,3972,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.220315319,72.69,19,47
Vietnam,Da Nang,2021/9/5,108.0617235,16.06845159,10920,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.226139752,72.69,12,64
Vietnam,Da Nang,2021/9/6,108.0617235,16.06845159,22648,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.232956381,72.69,13,63
Vietnam,Da Nang,2021/9/7,108.0617235,16.06845159,23097,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.242225809,72.69,11,34
Vietnam,Da Nang,2021/9/8,108.0617235,16.06845159,25779,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.254587485,72.69,9,30
Vietnam,Da Nang,2021/9/9,108.0617235,16.06845159,25903,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.266355716,72.69,2,35
Vietnam,Da Nang,2021/9/10,108.0617235,16.06845159,26820,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.27849787,72.69,8,30
Vietnam,Da Nang,2021/9/11,108.0617235,16.06845159,19090,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.289847984,72.69,0,19
Vietnam,Da Nang,2021/9/12,108.0617235,16.06845159,12182,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.300808848,72.69,2,12
Vietnam,Da Nang,2021/9/13,108.0617235,16.06845159,30164,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.311787156,72.69,3,13
Vietnam,Da Nang,2021/9/14,108.0617235,16.06845159,31556,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.321094216,72.69,15,11
Vietnam,Da Nang,2021/9/15,108.0617235,16.06845159,33177,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.331795635,72.69,10,9
Vietnam,Da Nang,2021/9/16,108.0617235,16.06845159,37839,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.339090944,72.69,3,2
Vietnam,Da Nang,2021/9/17,108.0617235,16.06845159,40875,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.344728246,72.69,4,8
Vietnam,Da Nang,2021/9/18,108.0617235,16.06845159,35032,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.3502747,72.69,11,0
Vietnam,Da Nang,2021/9/19,108.0617235,16.06845159,25723,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.354983491,72.69,8,2
Vietnam,Da Nang,2021/9/20,108.0617235,16.06845159,46828,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.360306396,72.69,1,3
Vietnam,Da Nang,2021/9/21,108.0617235,16.06845159,47907,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.366512835,72.69,2,15
Vietnam,Da Nang,2021/9/22,108.0617235,16.06845159,50364,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.371410338,72.69,1,10
Vietnam,Da Nang,2021/9/23,108.0617235,16.06845159,48514,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.377999236,72.69,2,3
Vietnam,Da Nang,2021/9/24,108.0617235,16.06845159,51592,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.386108436,72.69,2,4
Vietnam,Da Nang,2021/9/25,108.0617235,16.06845159,46629,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.394162775,72.69,1,11
Vietnam,Da Nang,2021/9/26,108.0617235,16.06845159,36304,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.403054686,72.69,1,8
Vietnam,Da Nang,2021/9/27,108.0617235,16.06845159,61486,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.411913033,72.69,1,1
Vietnam,Da Nang,2021/9/28,108.0617235,16.06845159,64570,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.422782413,67.13,2,2
Vietnam,Da Nang,2021/9/29,108.0617235,16.06845159,67422,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.433180417,67.13,1,1
Vietnam,Da Nang,2021/9/30,108.0617235,16.06845159,76510,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.440607986,67.13,1,2
Vietnam,Da Nang,2021/10/1,108.0617235,16.06845159,83916,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.448525309,67.13,0,2
Vietnam,Da Nang,2021/10/2,108.0617235,16.06845159,78352,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.458583941,67.13,0,1
Vietnam,Da Nang,2021/10/3,108.0617235,16.06845159,65581,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.467400712,67.13,2,1
Vietnam,Da Nang,2021/10/4,108.0617235,16.06845159,87113,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.482537433,67.13,0,1
Vietnam,Da Nang,2021/10/5,108.0617235,16.06845159,85609,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.494716848,64.35,4,2
Vietnam,Da Nang,2021/10/6,108.0617235,16.06845159,83644,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.506016458,64.35,0,1
Vietnam,Da Nang,2021/10/7,108.0617235,16.06845159,84812,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.794203767,64.35,1,1
Vietnam,Da Nang,2021/10/8,108.0617235,16.06845159,85764,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.533890122,64.35,0,0
Vietnam,Da Nang,2021/10/9,108.0617235,16.06845159,88522,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.824842681,64.35,0,0
Vietnam,Da Nang,2021/10/10,108.0617235,16.06845159,71458,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.557636677,64.35,0,2
Vietnam,Da Nang,2021/10/11,108.0617235,16.06845159,100178,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.567391905,64.35,0,0
Vietnam,Da Nang,2021/10/12,108.0617235,16.06845159,98711,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.57870937,64.35,2,4
Vietnam,Da Nang,2021/10/13,108.0617235,16.06845159,100275,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.590280752,64.35,8,0
Vietnam,Da Nang,2021/10/14,108.0617235,16.06845159,102150,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.606164967,64.35,0,1
Vietnam,Da Nang,2021/10/15,108.0617235,16.06845159,107760,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.88534385,64.35,0,0
Vietnam,Da Nang,2021/10/16,108.0617235,16.06845159,97056,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.636129427,64.35,2,0
Vietnam,Da Nang,2021/10/17,108.0617235,16.06845159,69698,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.651685879,64.35,9,0
Vietnam,Da Nang,2021/10/18,108.0617235,16.06845159,113416,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.667695029,64.35,1,0
Vietnam,Da Nang,2021/10/19,108.0617235,16.06845159,117353,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.689177456,64.35,2,2
Vietnam,Da Nang,2021/10/20,108.0617235,16.06845159,123181,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.706912695,64.35,3,8
Vietnam,Da Nang,2021/10/21,108.0617235,16.06845159,119833,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.978238036,64.35,4,0
Vietnam,Da Nang,2021/10/22,108.0617235,16.06845159,116350,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.73854793,64.35,2,0
Vietnam,Da Nang,2021/10/23,108.0617235,16.06845159,95790,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.749233333,64.35,2,2
Vietnam,Da Nang,2021/10/24,108.0617235,16.06845159,81364,910,4.23,3789.81,29.79,87.25,0.5,1.93,1.017858256,64.35,4,9
Vietnam,Da Nang,2021/10/25,108.0617235,16.06845159,117902,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.769996755,67.13,0,1
Vietnam,Da Nang,2021/10/26,108.0617235,16.06845159,116313,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.780480562,67.13,7,2
Vietnam,Da Nang,2021/10/27,108.0617235,16.06845159,109734,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.792549158,68.98,4,3
Vietnam,Da Nang,2021/10/28,108.0617235,16.06845159,112974,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.810987797,68.98,13,4
Vietnam,Da Nang,2021/10/29,108.0617235,16.06845159,120022,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.827303701,68.98,14,2
Vietnam,Da Nang,2021/10/30,108.0617235,16.06845159,113536,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.836003294,68.98,21,2
Vietnam,Da Nang,2021/10/31,108.0617235,16.06845159,98353,910,4.23,3789.81,29.79,87.25,0.5,1.93,0.841699894,68.98,18,4
Vietnam,Dak Lak,2021/6/1,108.2069876,12.82458823,79135,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.02556715,77.31,0,0
Vietnam,Dak Lak,2021/6/2,108.2069876,12.82458823,75967,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.011404635,77.31,0,0
Vietnam,Dak Lak,2021/6/3,108.2069876,12.82458823,76018,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.011876647,77.31,0,0
Vietnam,Dak Lak,2021/6/4,108.2069876,12.82458823,78012,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.012508986,77.31,0,0
Vietnam,Dak Lak,2021/6/5,108.2069876,12.82458823,75010,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.012772982,77.31,0,0
Vietnam,Dak Lak,2021/6/6,108.2069876,12.82458823,71007,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.012826969,77.31,0,0
Vietnam,Dak Lak,2021/6/7,108.2069876,12.82458823,75544,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.013767388,77.31,0,0
Vietnam,Dak Lak,2021/6/8,108.2069876,12.82458823,73007,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.013919003,77.31,0,0
Vietnam,Dak Lak,2021/6/9,108.2069876,12.82458823,73112,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.014278891,77.31,0,0
Vietnam,Dak Lak,2021/6/10,108.2069876,12.82458823,70902,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.014501423,77.31,0,0
Vietnam,Dak Lak,2021/6/11,108.2069876,12.82458823,73713,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.014852517,77.31,0,0
Vietnam,Dak Lak,2021/6/12,108.2069876,12.82458823,66843,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.014939821,77.31,0,0
Vietnam,Dak Lak,2021/6/13,108.2069876,12.82458823,72559,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.015392899,77.31,0,0
Vietnam,Dak Lak,2021/6/14,108.2069876,12.82458823,80711,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.015951034,77.31,0,0
Vietnam,Dak Lak,2021/6/15,108.2069876,12.82458823,78402,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.016931333,77.31,0,0
Vietnam,Dak Lak,2021/6/16,108.2069876,12.82458823,76845,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.018217822,77.31,0,0
Vietnam,Dak Lak,2021/6/17,108.2069876,12.82458823,76484,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.020454982,77.31,0,0
Vietnam,Dak Lak,2021/6/18,108.2069876,12.82458823,77768,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.02294268,77.31,0,0
Vietnam,Dak Lak,2021/6/19,108.2069876,12.82458823,74664,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.024238857,77.31,0,0
Vietnam,Dak Lak,2021/6/20,108.2069876,12.82458823,71606,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.024888825,77.31,0,0
Vietnam,Dak Lak,2021/6/21,108.2069876,12.82458823,77208,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.042343847,77.31,1,0
Vietnam,Dak Lak,2021/6/22,108.2069876,12.82458823,74412,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.026394015,75.46,0,0
Vietnam,Dak Lak,2021/6/23,108.2069876,12.82458823,73461,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.026981459,75.46,0,0
Vietnam,Dak Lak,2021/6/24,108.2069876,12.82458823,74429,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.03000093,75.46,0,0
Vietnam,Dak Lak,2021/6/25,108.2069876,12.82458823,76105,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.031720002,75.46,0,0
Vietnam,Dak Lak,2021/6/26,108.2069876,12.82458823,76040,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.033894391,75.46,1,0
Vietnam,Dak Lak,2021/6/27,108.2069876,12.82458823,70743,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.034792031,75.46,0,0
Vietnam,Dak Lak,2021/6/28,108.2069876,12.82458823,76002,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.035927213,75.46,0,1
Vietnam,Dak Lak,2021/6/29,108.2069876,12.82458823,73657,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.036922358,75.46,0,0
Vietnam,Dak Lak,2021/6/30,108.2069876,12.82458823,73955,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.038802496,75.46,1,0
Vietnam,Dak Lak,2021/7/1,108.2069876,12.82458823,74113,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.039180424,75.46,0,0
Vietnam,Dak Lak,2021/7/2,108.2069876,12.82458823,75620,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.039477111,75.46,0,0
Vietnam,Dak Lak,2021/7/3,108.2069876,12.82458823,73442,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.039731491,75.46,0,1
Vietnam,Dak Lak,2021/7/4,108.2069876,12.82458823,68435,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.039972382,75.46,0,0
Vietnam,Dak Lak,2021/7/5,108.2069876,12.82458823,75726,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.040098231,75.46,0,0
Vietnam,Dak Lak,2021/7/6,108.2069876,12.82458823,74628,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.040353998,75.46,0,0
Vietnam,Dak Lak,2021/7/7,108.2069876,12.82458823,75596,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.040692559,79.17,0,1
Vietnam,Dak Lak,2021/7/8,108.2069876,12.82458823,76680,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.040927245,79.17,1,0
Vietnam,Dak Lak,2021/7/9,108.2069876,12.82458823,72384,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.041204483,79.17,1,0
Vietnam,Dak Lak,2021/7/10,108.2069876,12.82458823,72116,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.041512655,79.17,0,0
Vietnam,Dak Lak,2021/7/11,108.2069876,12.82458823,70114,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.041623628,79.17,1,0
Vietnam,Dak Lak,2021/7/12,108.2069876,12.82458823,75192,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.041749858,79.17,0,0
Vietnam,Dak Lak,2021/7/13,108.2069876,12.82458823,71693,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.041905952,79.17,10,0
Vietnam,Dak Lak,2021/7/14,108.2069876,12.82458823,72935,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.042601473,79.17,17,0
Vietnam,Dak Lak,2021/7/15,108.2069876,12.82458823,74215,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.043000657,79.17,6,1
Vietnam,Dak Lak,2021/7/16,108.2069876,12.82458823,73533,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.043496586,79.17,4,1
Vietnam,Dak Lak,2021/7/17,108.2069876,12.82458823,71741,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.043777625,79.17,27,0
Vietnam,Dak Lak,2021/7/18,108.2069876,12.82458823,56650,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.044010359,79.17,14,1
Vietnam,Dak Lak,2021/7/19,108.2069876,12.82458823,60071,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.044232214,79.17,29,0
Vietnam,Dak Lak,2021/7/20,108.2069876,12.82458823,57407,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.0445541,79.17,12,10
Vietnam,Dak Lak,2021/7/21,108.2069876,12.82458823,55853,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.044873665,79.17,13,17
Vietnam,Dak Lak,2021/7/22,108.2069876,12.82458823,54102,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.045322819,79.17,44,6
Vietnam,Dak Lak,2021/7/23,108.2069876,12.82458823,51574,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.046012145,79.17,8,4
Vietnam,Dak Lak,2021/7/24,108.2069876,12.82458823,35023,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.046597566,79.17,32,27
Vietnam,Dak Lak,2021/7/25,108.2069876,12.82458823,33727,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.047396324,79.17,15,14
Vietnam,Dak Lak,2021/7/26,108.2069876,12.82458823,40306,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.04876424,79.17,14,29
Vietnam,Dak Lak,2021/7/27,108.2069876,12.82458823,39905,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.051502445,79.17,29,12
Vietnam,Dak Lak,2021/7/28,108.2069876,12.82458823,38018,145,1.93,1676.98,33.25,24.72,7.8,1.39,0.054673479,79.17,15,13
